id,numero_orden,proveedor_id,fecha_orden,estado,cedi_id,franja_id,total,fecha_entrega,fecha_confirmacion,idempotency_key
396,OC-000000000396,17,2025-09-26 10:00:02,PENDIENTE,8,645,2437492.27,2025-09-29,,IDEMP-000000000396
397,OC-000000000397,1,2024-11-09 08:19:47,CONFIRMADA,6,567,300157.16,2024-11-11,,IDEMP-000000000397
398,OC-000000000398,6,2024-10-20 08:58:04,ENTREGADA,3,44,2220629.4,2024-10-25,2024-10-20 12:58:04,IDEMP-000000000398
399,OC-000000000399,21,2025-06-04 10:33:56,CONFIRMADA,8,803,1974944.77,2025-06-07,,IDEMP-000000000399
400,OC-000000000400,15,2025-08-04 09:49:50,CONFIRMADA,10,682,573046.59,2025-08-11,,IDEMP-000000000400
401,OC-000000000401,23,2025-05-19 09:09:13,ENTREGADA,6,868,4730972.91,2025-05-27,2025-05-20 01:09:13,IDEMP-000000000401
402,OC-000000000402,17,2025-07-30 10:09:55,ENTREGADA,7,232,3893520.76,2025-08-05,2025-07-30 13:09:55,IDEMP-000000000402
403,OC-000000000403,31,2024-03-20 02:19:20,ENTREGADA,3,520,2346460.14,2024-03-21,2024-03-20 17:19:20,IDEMP-000000000403
404,OC-000000000404,52,2025-12-26 10:31:20,ENTREGADA,2,183,4306985.45,2025-12-31,2025-12-26 19:31:20,IDEMP-000000000404
405,OC-000000000405,14,2024-07-05 08:25:08,PENDIENTE,2,612,2174709.27,2024-07-12,,IDEMP-000000000405
406,OC-000000000406,17,2024-04-06 09:56:13,CONFIRMADA,5,994,3256030.56,2024-04-07,,IDEMP-000000000406
407,OC-000000000407,4,2024-09-04 22:41:19,ENTREGADA,2,704,537379.44,2024-09-13,2024-09-05 12:41:19,IDEMP-000000000407
408,OC-000000000408,3,2024-01-16 17:33:56,CANCELADA,6,73,2397020.73,2024-01-19,,IDEMP-000000000408
409,OC-000000000409,3,2025-09-01 09:44:24,ENTREGADA,6,778,512608.81,2025-09-05,2025-09-01 18:44:24,IDEMP-000000000409
410,OC-000000000410,27,2025-12-28 08:33:25,ENTREGADA,6,621,774693.18,2026-01-07,2025-12-29 08:33:25,IDEMP-000000000410
411,OC-000000000411,1,2024-03-14 10:48:58,ENTREGADA,8,211,3781017.77,2024-03-22,2024-03-14 23:48:58,IDEMP-000000000411
412,OC-000000000412,1,2024-03-07 08:53:35,ENTREGADA,8,469,4029914.43,2024-03-14,2024-03-07 12:53:35,IDEMP-000000000412
413,OC-000000000413,1,2025-02-12 13:27:19,ENTREGADA,2,708,4279329.21,2025-02-18,2025-02-13 01:27:19,IDEMP-000000000413
414,OC-000000000414,13,2025-03-24 22:30:45,PENDIENTE,3,488,1425951.75,2025-03-30,,IDEMP-000000000414
415,OC-000000000415,1,2024-01-22 09:30:46,ENTREGADA,3,327,2937162.56,2024-01-30,2024-01-23 05:30:46,IDEMP-000000000415
416,OC-000000000416,14,2025-09-03 01:39:59,ENTREGADA,8,13,2532855.47,2025-09-08,2025-09-03 02:39:59,IDEMP-000000000416
417,OC-000000000417,5,2025-04-15 09:11:08,ENTREGADA,4,84,3535929.86,2025-04-16,2025-04-15 10:11:08,IDEMP-000000000417
418,OC-000000000418,1,2025-12-25 10:54:52,ENTREGADA,10,727,1570105.25,2026-01-03,2025-12-25 23:54:52,IDEMP-000000000418
419,OC-000000000419,2,2024-09-22 09:48:00,CONFIRMADA,2,991,1221748.35,2024-10-01,,IDEMP-000000000419
420,OC-000000000420,3,2024-09-15 08:15:01,ENTREGADA,9,585,1976883.52,2024-09-20,2024-09-16 07:15:01,IDEMP-000000000420
421,OC-000000000421,4,2024-10-01 09:10:57,ENTREGADA,4,666,3416613.16,2024-10-08,2024-10-01 20:10:57,IDEMP-000000000421
422,OC-000000000422,2,2025-09-02 09:46:18,ENTREGADA,7,802,2061246.09,2025-09-04,2025-09-03 04:46:18,IDEMP-000000000422
423,OC-000000000423,4,2024-08-20 10:48:11,ENTREGADA,5,73,1218668.16,2024-08-28,2024-08-21 00:48:11,IDEMP-000000000423
424,OC-000000000424,3,2025-02-04 23:38:42,PENDIENTE,9,946,3056251.93,2025-02-06,,IDEMP-000000000424
425,OC-000000000425,9,2025-10-04 08:24:22,CANCELADA,3,49,1709363.18,2025-10-12,,IDEMP-000000000425
426,OC-000000000426,2,2025-08-25 08:44:51,PENDIENTE,8,901,2022695.83,2025-08-26,,IDEMP-000000000426
427,OC-000000000427,4,2024-09-13 08:26:29,ENTREGADA,10,677,4950735.56,2024-09-19,2024-09-13 10:26:29,IDEMP-000000000427
428,OC-000000000428,1,2024-08-12 20:14:43,ENTREGADA,3,849,3241942.64,2024-08-20,2024-08-12 21:14:43,IDEMP-000000000428
429,OC-000000000429,49,2025-09-26 16:50:42,ENTREGADA,8,751,828067.02,2025-10-06,2025-09-27 03:50:42,IDEMP-000000000429
430,OC-000000000430,29,2025-02-10 01:31:20,CONFIRMADA,6,585,1275019.9,2025-02-20,,IDEMP-000000000430
431,OC-000000000431,2,2024-05-16 10:43:38,CONFIRMADA,2,675,3385149.55,2024-05-25,,IDEMP-000000000431
432,OC-000000000432,2,2024-02-03 04:55:56,ENTREGADA,10,973,1649292.7,2024-02-05,2024-02-04 01:55:56,IDEMP-000000000432
433,OC-000000000433,1,2024-03-29 16:36:07,CANCELADA,1,696,370367.2,2024-03-30,,IDEMP-000000000433
434,OC-000000000434,1,2024-01-30 13:48:17,ENTREGADA,10,884,1741466.69,2024-02-07,2024-01-31 06:48:17,IDEMP-000000000434
435,OC-000000000435,5,2024-05-20 09:36:23,CONFIRMADA,6,503,187534.82,2024-05-22,,IDEMP-000000000435
436,OC-000000000436,1,2025-07-20 10:29:50,PENDIENTE,5,599,4900607.62,2025-07-23,,IDEMP-000000000436
437,OC-000000000437,1,2025-11-18 09:12:00,CONFIRMADA,2,177,3915620.16,2025-11-19,,IDEMP-000000000437
438,OC-000000000438,66,2024-09-25 08:10:31,CONFIRMADA,4,356,2575387.14,2024-09-28,,IDEMP-000000000438
439,OC-000000000439,1,2024-05-04 10:20:23,CONFIRMADA,8,183,2216656.2,2024-05-08,,IDEMP-000000000439
440,OC-000000000440,13,2025-12-17 10:26:24,CANCELADA,1,988,4498686.05,2025-12-18,,IDEMP-000000000440
441,OC-000000000441,25,2024-09-15 08:45:22,ENTREGADA,10,916,80465.65,2024-09-18,2024-09-15 17:45:22,IDEMP-000000000441
442,OC-000000000442,61,2025-08-04 09:46:38,ENTREGADA,8,49,1910330.25,2025-08-10,2025-08-05 09:46:38,IDEMP-000000000442
443,OC-000000000443,86,2025-10-23 10:00:07,PENDIENTE,2,97,656669.84,2025-10-30,,IDEMP-000000000443
444,OC-000000000444,2,2025-01-31 15:44:54,ENTREGADA,9,273,2518032.92,2025-02-04,2025-02-01 05:44:54,IDEMP-000000000444
445,OC-000000000445,23,2024-02-17 10:06:58,ENTREGADA,7,836,3232523.79,2024-02-25,2024-02-18 10:06:58,IDEMP-000000000445
446,OC-000000000446,1,2025-10-03 15:31:58,ENTREGADA,9,858,1029205.65,2025-10-12,2025-10-04 02:31:58,IDEMP-000000000446
447,OC-000000000447,1,2025-06-06 09:16:13,PENDIENTE,5,910,1854546.66,2025-06-09,,IDEMP-000000000447
448,OC-000000000448,5,2025-03-14 13:35:29,CONFIRMADA,9,645,3339418.63,2025-03-19,,IDEMP-000000000448
449,OC-000000000449,14,2024-07-19 05:02:04,ENTREGADA,10,665,3871970.78,2024-07-22,2024-07-19 09:02:04,IDEMP-000000000449
450,OC-000000000450,9,2025-04-30 10:27:57,ENTREGADA,4,69,1135920.96,2025-05-09,2025-04-30 22:27:57,IDEMP-000000000450
451,OC-000000000451,59,2024-10-24 10:21:34,CANCELADA,3,58,1688655.57,2024-11-01,,IDEMP-000000000451
452,OC-000000000452,55,2024-04-09 22:47:32,ENTREGADA,8,354,1484694.57,2024-04-18,2024-04-10 16:47:32,IDEMP-000000000452
453,OC-000000000453,51,2024-04-11 10:51:36,ENTREGADA,1,149,4897935.84,2024-04-15,2024-04-11 12:51:36,IDEMP-000000000453
454,OC-000000000454,2,2024-05-25 10:15:58,ENTREGADA,7,952,681441.12,2024-06-01,2024-05-25 18:15:58,IDEMP-000000000454
455,OC-000000000455,48,2024-04-09 13:41:34,PENDIENTE,1,495,1533099.47,2024-04-18,,IDEMP-000000000455
456,OC-000000000456,2,2025-05-09 10:16:26,ENTREGADA,7,628,2946436.71,2025-05-17,2025-05-09 17:16:26,IDEMP-000000000456
457,OC-000000000457,2,2024-01-23 08:47:52,ENTREGADA,5,71,3089974.71,2024-01-27,2024-01-24 05:47:52,IDEMP-000000000457
458,OC-000000000458,2,2025-01-03 08:35:14,ENTREGADA,3,195,3883881.75,2025-01-11,2025-01-04 00:35:14,IDEMP-000000000458
459,OC-000000000459,1,2024-12-19 10:30:20,CANCELADA,5,556,3616253.19,2024-12-23,,IDEMP-000000000459
460,OC-000000000460,48,2024-06-20 15:29:36,ENTREGADA,5,187,783889.37,2024-06-24,2024-06-20 20:29:36,IDEMP-000000000460
461,OC-000000000461,5,2025-12-21 10:36:22,ENTREGADA,1,85,471542.29,2025-12-30,2025-12-21 19:36:22,IDEMP-000000000461
462,OC-000000000462,2,2025-05-15 09:43:14,ENTREGADA,9,219,2505322.3,2025-05-20,2025-05-15 10:43:14,IDEMP-000000000462
463,OC-000000000463,3,2024-09-13 16:54:00,CANCELADA,9,269,3166013.25,2024-09-20,,IDEMP-000000000463
464,OC-000000000464,12,2024-10-22 16:46:53,ENTREGADA,2,596,3761211.75,2024-10-28,2024-10-23 16:46:53,IDEMP-000000000464
465,OC-000000000465,1,2024-12-14 08:45:16,ENTREGADA,4,323,1078200.0,2024-12-22,2024-12-14 18:45:16,IDEMP-000000000465
466,OC-000000000466,36,2025-05-23 10:32:13,CONFIRMADA,8,794,2713236.52,2025-05-25,,IDEMP-000000000466
467,OC-000000000467,8,2025-07-06 10:36:10,ENTREGADA,2,339,3804984.54,2025-07-15,2025-07-07 04:36:10,IDEMP-000000000467
468,OC-000000000468,10,2024-11-03 10:26:38,ENTREGADA,2,877,4919743.05,2024-11-06,2024-11-03 13:26:38,IDEMP-000000000468
469,OC-000000000469,1,2024-08-17 09:46:04,ENTREGADA,9,414,3436356.15,2024-08-26,2024-08-18 06:46:04,IDEMP-000000000469
470,OC-000000000470,3,2025-11-19 08:53:26,ENTREGADA,3,995,2853321.93,2025-11-28,2025-11-19 16:53:26,IDEMP-000000000470
471,OC-000000000471,1,2025-09-30 10:29:42,CONFIRMADA,2,699,4069660.37,2025-10-08,,IDEMP-000000000471
472,OC-000000000472,6,2024-08-29 04:14:47,ENTREGADA,10,323,3294676.65,2024-09-05,2024-08-29 11:14:47,IDEMP-000000000472
473,OC-000000000473,1,2024-09-18 14:07:46,ENTREGADA,10,843,3840581.17,2024-09-22,2024-09-18 22:07:46,IDEMP-000000000473
474,OC-000000000474,39,2025-07-25 08:27:15,ENTREGADA,2,994,4419141.0,2025-07-27,2025-07-26 05:27:15,IDEMP-000000000474
475,OC-000000000475,4,2025-03-09 09:21:22,ENTREGADA,9,603,84683.38,2025-03-12,2025-03-10 08:21:22,IDEMP-000000000475
476,OC-000000000476,46,2024-04-21 10:32:08,ENTREGADA,10,286,1922116.11,2024-04-27,2024-04-21 20:32:08,IDEMP-000000000476
477,OC-000000000477,11,2025-08-14 08:32:32,ENTREGADA,10,382,4293445.34,2025-08-16,2025-08-14 23:32:32,IDEMP-000000000477
478,OC-000000000478,4,2024-08-02 08:11:29,ENTREGADA,6,709,1124171.88,2024-08-10,2024-08-02 15:11:29,IDEMP-000000000478
479,OC-000000000479,5,2024-02-09 03:10:46,ENTREGADA,7,851,4113151.38,2024-02-19,2024-02-09 17:10:46,IDEMP-000000000479
480,OC-000000000480,5,2024-12-25 08:02:37,ENTREGADA,3,951,3597299.5,2025-01-02,2024-12-25 12:02:37,IDEMP-000000000480
481,OC-000000000481,4,2024-02-12 10:14:57,ENTREGADA,9,359,4673170.54,2024-02-22,2024-02-13 04:14:57,IDEMP-000000000481
482,OC-000000000482,1,2024-10-20 08:27:26,ENTREGADA,6,562,287860.97,2024-10-29,2024-10-21 02:27:26,IDEMP-000000000482
483,OC-000000000483,1,2025-11-10 08:02:41,ENTREGADA,5,358,1564016.93,2025-11-20,2025-11-10 21:02:41,IDEMP-000000000483
484,OC-000000000484,2,2024-10-16 08:38:19,ENTREGADA,2,239,1403128.91,2024-10-18,2024-10-16 09:38:19,IDEMP-000000000484
485,OC-000000000485,1,2025-03-20 09:48:41,ENTREGADA,3,209,3571751.31,2025-03-22,2025-03-20 21:48:41,IDEMP-000000000485
486,OC-000000000486,2,2025-12-10 09:49:55,CANCELADA,8,409,4325222.36,2025-12-16,,IDEMP-000000000486
487,OC-000000000487,2,2025-03-10 09:09:17,ENTREGADA,6,857,3195069.06,2025-03-16,2025-03-10 10:09:17,IDEMP-000000000487
488,OC-000000000488,1,2025-10-08 10:02:45,CONFIRMADA,7,304,3235661.36,2025-10-16,,IDEMP-000000000488
489,OC-000000000489,4,2025-05-13 12:40:23,CONFIRMADA,3,362,1628316.49,2025-05-21,,IDEMP-000000000489
490,OC-000000000490,68,2024-05-16 09:45:28,CONFIRMADA,1,229,3805698.77,2024-05-17,,IDEMP-000000000490
491,OC-000000000491,3,2025-08-23 09:30:23,ENTREGADA,6,39,3424170.2,2025-08-27,2025-08-23 22:30:23,IDEMP-000000000491
492,OC-000000000492,5,2024-01-18 10:29:13,ENTREGADA,1,436,4642702.44,2024-01-28,2024-01-18 22:29:13,IDEMP-000000000492
493,OC-000000000493,1,2025-11-25 10:56:45,PENDIENTE,6,221,278401.73,2025-11-28,,IDEMP-000000000493
494,OC-000000000494,1,2025-04-30 10:14:51,ENTREGADA,5,433,3738063.69,2025-05-10,2025-05-01 01:14:51,IDEMP-000000000494
495,OC-000000000495,61,2024-05-24 08:07:12,ENTREGADA,7,88,64607.18,2024-06-02,2024-05-25 05:07:12,IDEMP-000000000495
496,OC-000000000496,1,2025-02-16 11:06:11,ENTREGADA,8,552,3287166.02,2025-02-25,2025-02-16 15:06:11,IDEMP-000000000496
497,OC-000000000497,4,2024-02-24 09:39:27,ENTREGADA,5,320,3449806.49,2024-02-28,2024-02-24 19:39:27,IDEMP-000000000497
498,OC-000000000498,1,2024-12-27 10:25:55,ENTREGADA,5,431,2465622.15,2024-12-28,2024-12-27 20:25:55,IDEMP-000000000498
499,OC-000000000499,2,2024-01-31 09:18:05,ENTREGADA,1,888,245607.61,2024-02-06,2024-01-31 12:18:05,IDEMP-000000000499
500,OC-000000000500,15,2024-11-02 10:13:52,CONFIRMADA,8,438,3739576.64,2024-11-08,,IDEMP-000000000500
501,OC-000000000501,5,2025-10-05 08:38:20,ENTREGADA,8,82,1411952.86,2025-10-11,2025-10-06 06:38:20,IDEMP-000000000501
502,OC-000000000502,1,2025-08-21 10:01:36,ENTREGADA,2,323,3223092.08,2025-08-25,2025-08-21 18:01:36,IDEMP-000000000502
503,OC-000000000503,1,2025-02-17 10:37:08,ENTREGADA,4,490,3540124.48,2025-02-24,2025-02-18 00:37:08,IDEMP-000000000503
504,OC-000000000504,8,2024-04-17 10:58:06,ENTREGADA,3,971,2484155.63,2024-04-18,2024-04-17 14:58:06,IDEMP-000000000504
505,OC-000000000505,18,2024-09-06 08:08:25,CONFIRMADA,8,374,2426336.25,2024-09-13,,IDEMP-000000000505
506,OC-000000000506,6,2024-01-28 10:12:44,ENTREGADA,6,435,467994.91,2024-01-30,2024-01-29 03:12:44,IDEMP-000000000506
507,OC-000000000507,2,2025-03-07 09:36:30,ENTREGADA,6,972,1873466.95,2025-03-14,2025-03-08 05:36:30,IDEMP-000000000507
508,OC-000000000508,1,2024-04-06 08:11:01,CONFIRMADA,4,737,2459544.93,2024-04-08,,IDEMP-000000000508
509,OC-000000000509,1,2024-02-15 10:08:00,ENTREGADA,6,371,1343520.13,2024-02-25,2024-02-15 18:08:00,IDEMP-000000000509
510,OC-000000000510,7,2024-11-18 10:28:15,ENTREGADA,6,249,1922335.04,2024-11-28,2024-11-19 02:28:15,IDEMP-000000000510
511,OC-000000000511,8,2025-10-23 10:21:51,CONFIRMADA,4,296,3944087.0,2025-10-29,,IDEMP-000000000511
512,OC-000000000512,45,2025-11-17 03:41:26,ENTREGADA,7,467,1483323.76,2025-11-27,2025-11-17 10:41:26,IDEMP-000000000512
513,OC-000000000513,83,2024-11-13 10:53:35,CONFIRMADA,1,181,2155939.63,2024-11-16,,IDEMP-000000000513
514,OC-000000000514,5,2025-10-15 10:34:33,ENTREGADA,5,432,3703857.49,2025-10-17,2025-10-16 00:34:33,IDEMP-000000000514
515,OC-000000000515,40,2024-12-27 08:21:36,ENTREGADA,6,596,2056324.46,2025-01-03,2024-12-28 00:21:36,IDEMP-000000000515
516,OC-000000000516,4,2025-10-11 09:39:04,ENTREGADA,7,959,4338355.54,2025-10-16,2025-10-12 06:39:04,IDEMP-000000000516
517,OC-000000000517,3,2024-08-28 10:09:32,ENTREGADA,6,429,4138471.25,2024-09-04,2024-08-29 02:09:32,IDEMP-000000000517
518,OC-000000000518,4,2025-08-02 08:43:11,ENTREGADA,1,231,4324478.55,2025-08-06,2025-08-03 01:43:11,IDEMP-000000000518
519,OC-000000000519,24,2024-11-16 09:54:55,ENTREGADA,8,92,1435845.24,2024-11-21,2024-11-16 14:54:55,IDEMP-000000000519
520,OC-000000000520,4,2025-02-04 10:51:39,ENTREGADA,2,747,2573387.73,2025-02-12,2025-02-04 17:51:39,IDEMP-000000000520
521,OC-000000000521,75,2025-05-27 08:44:13,ENTREGADA,10,504,1182463.91,2025-05-30,2025-05-27 20:44:13,IDEMP-000000000521
522,OC-000000000522,1,2025-05-16 18:54:19,ENTREGADA,7,2,1781062.68,2025-05-18,2025-05-17 08:54:19,IDEMP-000000000522
523,OC-000000000523,1,2024-09-26 08:44:14,ENTREGADA,8,646,2868561.49,2024-09-27,2024-09-27 05:44:14,IDEMP-000000000523
524,OC-000000000524,1,2025-01-15 13:04:32,PENDIENTE,1,48,4687915.88,2025-01-19,,IDEMP-000000000524
525,OC-000000000525,13,2025-12-30 08:33:02,ENTREGADA,5,992,4076334.89,2026-01-03,2025-12-30 09:33:02,IDEMP-000000000525
526,OC-000000000526,50,2025-02-03 10:47:37,ENTREGADA,7,69,784957.08,2025-02-05,2025-02-04 00:47:37,IDEMP-000000000526
527,OC-000000000527,8,2025-06-11 09:12:17,CONFIRMADA,5,571,4537165.51,2025-06-15,,IDEMP-000000000527
528,OC-000000000528,89,2024-08-19 03:41:11,CONFIRMADA,7,999,597387.56,2024-08-21,,IDEMP-000000000528
529,OC-000000000529,5,2025-09-15 09:23:31,ENTREGADA,4,842,387538.62,2025-09-19,2025-09-15 19:23:31,IDEMP-000000000529
530,OC-000000000530,5,2024-10-28 09:28:45,ENTREGADA,9,520,2064336.33,2024-10-31,2024-10-29 01:28:45,IDEMP-000000000530
531,OC-000000000531,11,2024-01-17 08:02:53,CONFIRMADA,4,374,2966409.01,2024-01-25,,IDEMP-000000000531
532,OC-000000000532,3,2025-09-09 03:29:24,ENTREGADA,9,323,366859.2,2025-09-17,2025-09-09 12:29:24,IDEMP-000000000532
533,OC-000000000533,2,2024-11-22 15:02:18,ENTREGADA,8,335,2729234.69,2024-11-27,2024-11-22 23:02:18,IDEMP-000000000533
534,OC-000000000534,5,2024-03-23 09:18:19,ENTREGADA,1,693,994420.23,2024-03-27,2024-03-24 00:18:19,IDEMP-000000000534
535,OC-000000000535,14,2024-05-28 06:42:29,ENTREGADA,4,81,2584042.63,2024-05-31,2024-05-28 13:42:29,IDEMP-000000000535
536,OC-000000000536,1,2025-08-15 08:42:06,CONFIRMADA,4,361,977218.67,2025-08-25,,IDEMP-000000000536
537,OC-000000000537,3,2024-09-12 12:36:11,ENTREGADA,8,849,2136311.64,2024-09-15,2024-09-13 11:36:11,IDEMP-000000000537
538,OC-000000000538,40,2025-10-05 09:56:55,ENTREGADA,4,298,822187.59,2025-10-08,2025-10-05 10:56:55,IDEMP-000000000538
539,OC-000000000539,1,2024-08-29 10:54:29,PENDIENTE,2,109,1585254.68,2024-09-04,,IDEMP-000000000539
540,OC-000000000540,10,2025-10-09 10:47:42,ENTREGADA,1,443,571001.09,2025-10-17,2025-10-10 03:47:42,IDEMP-000000000540
541,OC-000000000541,11,2025-02-07 12:35:57,ENTREGADA,2,653,3825850.05,2025-02-12,2025-02-08 09:35:57,IDEMP-000000000541
542,OC-000000000542,68,2025-01-05 10:52:21,ENTREGADA,10,949,1418906.58,2025-01-06,2025-01-05 22:52:21,IDEMP-000000000542
543,OC-000000000543,1,2024-07-20 08:18:42,PENDIENTE,5,19,4042946.32,2024-07-28,,IDEMP-000000000543
544,OC-000000000544,1,2024-04-04 09:50:59,PENDIENTE,8,364,1753369.84,2024-04-14,,IDEMP-000000000544
545,OC-000000000545,16,2025-04-08 04:49:58,ENTREGADA,1,733,2373842.87,2025-04-11,2025-04-08 19:49:58,IDEMP-000000000545
546,OC-000000000546,39,2025-04-25 09:37:36,ENTREGADA,9,638,867905.06,2025-05-01,2025-04-26 06:37:36,IDEMP-000000000546
547,OC-000000000547,1,2024-06-01 10:13:29,CONFIRMADA,6,420,328024.26,2024-06-10,,IDEMP-000000000547
548,OC-000000000548,1,2025-11-02 08:46:46,ENTREGADA,6,940,2604079.55,2025-11-04,2025-11-02 15:46:46,IDEMP-000000000548
549,OC-000000000549,2,2024-08-25 03:30:25,ENTREGADA,6,349,4374926.89,2024-09-03,2024-08-25 16:30:25,IDEMP-000000000549
550,OC-000000000550,8,2025-10-22 15:59:05,ENTREGADA,9,410,3193349.66,2025-10-26,2025-10-22 17:59:05,IDEMP-000000000550
551,OC-000000000551,31,2025-10-11 10:22:19,ENTREGADA,10,824,2472227.06,2025-10-17,2025-10-11 11:22:19,IDEMP-000000000551
552,OC-000000000552,7,2024-08-07 09:19:59,PENDIENTE,10,607,2323640.89,2024-08-16,,IDEMP-000000000552
553,OC-000000000553,2,2024-07-21 09:06:27,ENTREGADA,4,970,3034181.33,2024-07-29,2024-07-21 14:06:27,IDEMP-000000000553
554,OC-000000000554,26,2024-06-13 10:36:46,ENTREGADA,10,750,4167725.26,2024-06-21,2024-06-13 19:36:46,IDEMP-000000000554
555,OC-000000000555,7,2025-01-19 18:45:30,ENTREGADA,9,177,335762.67,2025-01-27,2025-01-20 02:45:30,IDEMP-000000000555
556,OC-000000000556,90,2025-03-28 08:43:23,ENTREGADA,9,495,4414070.17,2025-03-30,2025-03-28 21:43:23,IDEMP-000000000556
557,OC-000000000557,43,2024-05-13 09:51:48,CONFIRMADA,1,657,1555766.27,2024-05-21,,IDEMP-000000000557
558,OC-000000000558,1,2025-12-07 09:11:47,CANCELADA,8,262,4314123.18,2025-12-08,,IDEMP-000000000558
559,OC-000000000559,8,2025-12-12 09:21:22,ENTREGADA,6,974,44526.29,2025-12-15,2025-12-12 13:21:22,IDEMP-000000000559
560,OC-000000000560,15,2025-04-28 10:00:50,PENDIENTE,3,458,4612116.16,2025-05-08,,IDEMP-000000000560
561,OC-000000000561,10,2024-02-26 10:50:08,CANCELADA,8,626,4762598.73,2024-02-28,,IDEMP-000000000561
562,OC-000000000562,2,2025-09-08 08:09:17,CONFIRMADA,1,21,270642.18,2025-09-14,,IDEMP-000000000562
563,OC-000000000563,7,2024-12-26 12:13:40,CONFIRMADA,7,567,1110706.51,2024-12-27,,IDEMP-000000000563
564,OC-000000000564,5,2024-07-02 11:00:57,ENTREGADA,9,142,1805008.38,2024-07-06,2024-07-02 13:00:57,IDEMP-000000000564
565,OC-000000000565,5,2025-01-15 09:58:10,CONFIRMADA,5,751,3820657.72,2025-01-21,,IDEMP-000000000565
566,OC-000000000566,3,2025-01-09 08:06:28,CONFIRMADA,3,150,1017162.19,2025-01-10,,IDEMP-000000000566
567,OC-000000000567,56,2025-10-03 10:53:56,ENTREGADA,4,791,662586.43,2025-10-09,2025-10-04 04:53:56,IDEMP-000000000567
568,OC-000000000568,3,2025-10-15 09:02:41,CONFIRMADA,8,395,3000510.34,2025-10-19,,IDEMP-000000000568
569,OC-000000000569,17,2025-02-05 08:59:54,ENTREGADA,5,476,4519055.93,2025-02-11,2025-02-06 08:59:54,IDEMP-000000000569
570,OC-000000000570,46,2025-05-12 09:54:04,ENTREGADA,1,126,2741282.94,2025-05-22,2025-05-13 08:54:04,IDEMP-000000000570
571,OC-000000000571,29,2025-02-11 08:18:22,ENTREGADA,7,661,2976986.41,2025-02-12,2025-02-12 06:18:22,IDEMP-000000000571
572,OC-000000000572,1,2025-12-12 09:20:46,CONFIRMADA,8,885,925729.54,2025-12-20,,IDEMP-000000000572
573,OC-000000000573,1,2024-06-05 08:27:40,CONFIRMADA,1,444,3597068.21,2024-06-07,,IDEMP-000000000573
574,OC-000000000574,77,2024-12-22 08:11:36,ENTREGADA,8,154,3507400.72,2024-12-27,2024-12-22 23:11:36,IDEMP-000000000574
575,OC-000000000575,12,2025-11-16 09:39:07,CONFIRMADA,6,222,2420523.15,2025-11-25,,IDEMP-000000000575
576,OC-000000000576,20,2025-10-17 08:23:05,CONFIRMADA,8,911,1586.94,2025-10-23,,IDEMP-000000000576
577,OC-000000000577,68,2025-03-31 10:13:03,CANCELADA,4,751,4517643.71,2025-04-07,,IDEMP-000000000577
578,OC-000000000578,51,2024-11-13 09:19:27,ENTREGADA,7,489,4463033.93,2024-11-21,2024-11-13 18:19:27,IDEMP-000000000578
579,OC-000000000579,3,2025-02-16 08:15:38,CANCELADA,6,446,4522352.41,2025-02-23,,IDEMP-000000000579
580,OC-000000000580,3,2025-10-25 09:19:28,ENTREGADA,7,657,922215.61,2025-10-30,2025-10-25 17:19:28,IDEMP-000000000580
581,OC-000000000581,1,2024-02-29 08:46:55,ENTREGADA,6,627,4798676.12,2024-03-08,2024-02-29 19:46:55,IDEMP-000000000581
582,OC-000000000582,24,2024-04-22 09:03:51,ENTREGADA,6,646,3033125.21,2024-05-02,2024-04-23 01:03:51,IDEMP-000000000582
583,OC-000000000583,17,2025-07-18 22:10:37,ENTREGADA,4,748,2099816.49,2025-07-19,2025-07-19 08:10:37,IDEMP-000000000583
584,OC-000000000584,1,2025-10-05 19:52:52,ENTREGADA,9,132,3933904.86,2025-10-08,2025-10-06 10:52:52,IDEMP-000000000584
585,OC-000000000585,55,2024-12-13 10:24:01,ENTREGADA,2,400,2074922.25,2024-12-18,2024-12-14 00:24:01,IDEMP-000000000585
586,OC-000000000586,1,2025-08-01 20:59:54,PENDIENTE,8,28,4124192.99,2025-08-04,,IDEMP-000000000586
587,OC-000000000587,1,2025-10-26 19:09:59,ENTREGADA,5,884,2619614.0,2025-10-30,2025-10-27 12:09:59,IDEMP-000000000587
588,OC-000000000588,61,2024-09-21 17:09:52,ENTREGADA,9,137,3594576.79,2024-10-01,2024-09-22 04:09:52,IDEMP-000000000588
589,OC-000000000589,2,2024-07-23 09:43:32,ENTREGADA,3,481,334362.29,2024-08-01,2024-07-24 07:43:32,IDEMP-000000000589
590,OC-000000000590,3,2025-05-08 08:21:20,ENTREGADA,1,463,1673488.05,2025-05-17,2025-05-09 07:21:20,IDEMP-000000000590
591,OC-000000000591,2,2025-05-26 10:14:19,ENTREGADA,8,681,3216290.74,2025-05-29,2025-05-26 22:14:19,IDEMP-000000000591
592,OC-000000000592,14,2024-07-05 09:43:37,ENTREGADA,8,52,3523619.47,2024-07-14,2024-07-05 16:43:37,IDEMP-000000000592
593,OC-000000000593,7,2025-08-03 08:24:38,ENTREGADA,8,629,3325907.58,2025-08-08,2025-08-03 09:24:38,IDEMP-000000000593
594,OC-000000000594,5,2025-01-20 10:58:01,ENTREGADA,7,888,872060.01,2025-01-29,2025-01-20 17:58:01,IDEMP-000000000594
